100percentfedup.com,63881,950350,136,2.39,53.03,34.35,30.08,2.6,32.18,0.77,0.02
americanlookout.com,240777,203060,111,2.02,56.63,37.15,36.59,1.55,22.81,1.9,0
americanpatriotdaily.com,178921,340130,62,1.41,80.34,85.72,5.2,1.62,0.39,2.98,4.09
americanthinker.com,14083,5040000,297,2.69,51.41,64.07,23.63,4.18,7.31,0.78,0.04
americasfreedomfighters.com,1444287,NaN,14,1.14,92.06,13.42,17.57,7.38,57.23,0.34,4.06
AmmoLand.com,26690,2820000,89,1.8,58.54,25.41,2.15,62.34,9.71,0.36,0.02
antiwar.com,215427,234760,102,1.88,65.93,68.66,9.63,16.73,4.97,0.01,0
charismanews.com,76572,903120,83,1.67,74.47,34.65,5.34,39.46,17.5,2.99,0.06
conservapedia.com,130539,344300,146,3.13,65.66,22.92,1.69,73.7,1.39,0.3,0
conservativefiringline.com,496260,76830,56,1.81,67.22,9.66,19.18,5.09,64.37,1.71,0
conservativetribune.com,110914,553,9,1.06,95.48,87.51,2.3,1.43,2.61,6.16,0
dailysignal.com,39856,1990000,85,1.5,78.23,20.83,28.24,26.15,13.74,11.05,0.01
dailytelegraph.com.au,8699,8310000.000000001,131,2.13,60.17,29.62,1.89,52.24,15.16,1.05,0.03
dailywire.com,2906,28000000,142,1.68,71.14,51.89,6.33,8.06,33.05,0.65,0.02
DollarVigilante.com,208517,215060,131,2.49,56.91,51.86,1.21,15.35,28.35,3.23,0
endtime.com,151808,341460,127,2.24,60.87,40.88,0.59,55.87,2.55,0.12,0
FreeBeacon.com,35679,2350000,59,1.39,78.8,35.98,26.07,16.58,20.73,0.6,0.04
frontpagemag.com,60739,1150000,128,1.78,69.1,51.72,22.5,2.95,22.2,0.56,0.07
heartland.org,464797,85630,75,1.76,76,29.95,8.04,57.3,4.71,0,0
ilovemyfreedom.org,180760,292320,75,1.94,75.87,41.1,7.62,4.79,43.19,2.99,0.31
